id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2022-921619";"2022-01-18";"1";"Vente";"295000.0";"32.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"13";"87.44";"56";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"88.0";"4.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2022-921619";"2022-01-18";"1";"Vente";"295000.0";"32.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"13";"87.44";"56";"nan";"None";"nan";"None";"None";"None";"None";"2";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2022-921619";"2022-01-18";"1";"Vente";"295000.0";"32.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"85";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2021-981442";"2021-12-31";"1";"Vente";"155000.0";"126.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0074";"None";"None";"9";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"13.0";"1.0";"None";"None";"None";"None";"nan";"3.054851";"50.630375";"000RV"
"2021-980225";"2021-12-10";"1";"Vente";"195000.0";"8.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0052";"None";"None";"7";"38.38";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"41.0";"2.0";"None";"None";"None";"None";"nan";"3.055882";"50.630353";"000RV"
"2021-977898";"2021-11-26";"1";"Vente";"179000.0";"126.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0074";"None";"None";"3";"37.73";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"38.0";"1.0";"None";"None";"None";"None";"nan";"3.054851";"50.630375";"000RV"
"2021-978366";"2021-11-19";"1";"Vente";"525000.0";"116.0";"None";"RUE LEON GAMBETTA";"5513";"59000";"59350";"Lille";"59";"None";"None";"59350000RV0334";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"80.0";"4.0";"S";"sols";"None";"None";"56.0";"3.055689";"50.630026";"000RV"
"2021-978366";"2021-11-19";"1";"Vente";"525000.0";"116.0";"None";"RUE LEON GAMBETTA";"5513";"59000";"59350";"Lille";"59";"None";"None";"59350000RV0334";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"33.0";"1.0";"S";"sols";"None";"None";"56.0";"3.055689";"50.630026";"000RV"
"2021-978366";"2021-11-19";"1";"Vente";"525000.0";"116.0";"None";"RUE LEON GAMBETTA";"5513";"59000";"59350";"Lille";"59";"None";"None";"59350000RV0334";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"4";"Local industriel. commercial ou assimilé";"70.0";"0.0";"S";"sols";"None";"None";"56.0";"3.055689";"50.630026";"000RV"
"2021-976050";"2021-10-29";"1";"Vente";"256500.0";"42.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0116";"None";"None";"4";"61.52";"6";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"56.0";"3.0";"None";"None";"None";"None";"nan";"3.053518";"50.629852";"000RV"
"2021-976050";"2021-10-29";"1";"Vente";"256500.0";"42.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0116";"None";"None";"4";"61.52";"6";"nan";"None";"nan";"None";"None";"None";"None";"2";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053518";"50.629852";"000RV"
"2021-976050";"2021-10-29";"1";"Vente";"256500.0";"41.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0460";"None";"None";"177";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.051861";"50.630456";"000RV"
"2021-974013";"2021-10-05";"1";"Vente";"300000.0";"126.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0074";"None";"None";"1";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"38.0";"0.0";"None";"None";"None";"None";"nan";"3.054851";"50.630375";"000RV"
"2021-973688";"2021-09-30";"1";"Vente";"510000.0";"150.0";"None";"RUE LEON GAMBETTA";"5513";"59000";"59350";"Lille";"59";"None";"None";"59350000RV0349";"None";"None";"1";"126.03";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"232.0";"0.0";"None";"None";"None";"None";"nan";"3.054752";"50.629671";"000RV"
"2021-973009";"2021-09-27";"1";"Vente";"178000.0";"126.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0074";"None";"None";"6";"36.92";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"38.0";"1.0";"None";"None";"None";"None";"nan";"3.054851";"50.630375";"000RV"
"2021-972249";"2021-09-23";"1";"Vente";"96000.0";"37.0";"None";"RUE DES STATIONS";"8449";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0008";"None";"None";"4";"16.19";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"16.0";"1.0";"None";"None";"None";"None";"nan";"3.051925";"50.630651";"000RV"
"2021-971961";"2021-09-08";"1";"Vente";"129000.0";"5.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0492";"None";"None";"120";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"24.0";"1.0";"None";"None";"None";"None";"nan";"3.052827";"50.629891";"000RV"
"2021-971709";"2021-09-07";"1";"Vente";"370000.0";"11.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"120";"nan";"121";"nan";"59";"nan";"None";"None";"None";"None";"3";"2";"Appartement";"114.0";"3.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2021-971709";"2021-09-07";"1";"Vente";"370000.0";"11.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"120";"nan";"121";"nan";"59";"nan";"None";"None";"None";"None";"3";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2021-971690";"2021-09-02";"1";"Vente";"101000.0";"5.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0492";"None";"None";"120";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"24.0";"1.0";"None";"None";"None";"None";"nan";"3.052827";"50.629891";"000RV"
"2021-971504";"2021-09-01";"1";"Vente";"259600.0";"1.0";"None";"RUE MEUREIN";"6090";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0401";"None";"None";"2";"79.64";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"79.0";"3.0";"None";"None";"None";"None";"nan";"3.052408";"50.628769";"000RV"
"2021-970857";"2021-08-31";"1";"Vente";"200000.0";"121.0";"None";"RUE MASSENA";"5981";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0078";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.054959";"50.630565";"000RV"
"2021-970857";"2021-08-31";"1";"Vente";"200000.0";"121.0";"None";"RUE MASSENA";"5981";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0078";"None";"None";"7";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.054959";"50.630565";"000RV"
"2021-970857";"2021-08-31";"1";"Vente";"200000.0";"121.0";"None";"RUE MASSENA";"5981";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0078";"None";"None";"1";"56.2";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"60.0";"0.0";"None";"None";"None";"None";"nan";"3.054959";"50.630565";"000RV"
"2021-970524";"2021-08-27";"1";"Vente";"336000.0";"53.0";"None";"RUE ALPHONSE MERCIER";"0219";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"141";"86.63";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"86.0";"4.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2021-970524";"2021-08-27";"1";"Vente";"336000.0";"55.0";"None";"RUE ALPHONSE MERCIER";"0219";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"182";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2021-970294";"2021-08-24";"1";"Vente";"220000.0";"1.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"102";"nan";"57";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"73.0";"4.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2021-970294";"2021-08-24";"1";"Vente";"220000.0";"5.0";"B";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"50";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2021-970294";"2021-08-24";"1";"Vente";"220000.0";"1.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"102";"nan";"57";"nan";"None";"nan";"None";"None";"None";"None";"2";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2021-969309";"2021-08-04";"1";"Vente";"170000.0";"126.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0074";"None";"None";"2";"15.63";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"18.0";"1.0";"None";"None";"None";"None";"nan";"3.054851";"50.630375";"000RV"
"2021-969309";"2021-08-04";"1";"Vente";"170000.0";"126.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0074";"None";"None";"5";"14.65";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"38.0";"1.0";"None";"None";"None";"None";"nan";"3.054851";"50.630375";"000RV"
"2021-969313";"2021-08-03";"1";"Vente";"88000.0";"126.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0074";"None";"None";"8";"15.36";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"22.0";"1.0";"None";"None";"None";"None";"nan";"3.054851";"50.630375";"000RV"
"2021-967388";"2021-07-28";"1";"Vente";"301550.0";"68.0";"None";"RUE ALPHONSE MERCIER";"0219";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0492";"None";"None";"24";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"68.0";"3.0";"None";"None";"None";"None";"nan";"3.052827";"50.629891";"000RV"
"2021-967388";"2021-07-28";"1";"Vente";"301550.0";"70.0";"None";"RUE ALPHONSE MERCIER";"0219";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0492";"None";"None";"40";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.052827";"50.629891";"000RV"
"2021-967839";"2021-07-22";"1";"Vente";"293750.0";"5.0";"None";"PAV DEGOUL 13 RUE MEUREIN";"2226";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0412";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"1";"Maison";"67.0";"5.0";"S";"sols";"None";"None";"47.0";"3.052881";"50.629092";"000RV"
"2021-966910";"2021-07-22";"1";"Vente";"265000.0";"61.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0065";"None";"None";"1";"nan";"5";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"66.0";"3.0";"None";"None";"None";"None";"nan";"3.055225";"50.630279";"000RV"
"2021-966910";"2021-07-22";"1";"Vente";"265000.0";"61.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0065";"None";"None";"1";"nan";"5";"nan";"None";"nan";"None";"None";"None";"None";"2";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.055225";"50.630279";"000RV"
"2021-967246";"2021-07-13";"1";"Vente";"499050.0";"6.0";"None";"IMP CONVAIN 13 RUE MEUREIN";"1863";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0407";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"1";"Maison";"117.0";"6.0";"S";"sols";"None";"None";"54.0";"3.052529";"50.629088";"000RV"
"2021-965141";"2021-07-13";"1";"Vente";"219000.0";"2.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0472";"None";"None";"110";"56.64";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"53.0";"2.0";"None";"None";"None";"None";"nan";"3.05426";"50.630913";"000RV"
"2021-965141";"2021-07-13";"1";"Vente";"219000.0";"6.0";"B";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0472";"None";"None";"36";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.05426";"50.630913";"000RV"
"2021-967246";"2021-07-13";"1";"Vente";"499050.0";"13.0";"None";"IMP CONVAIN 13 RUE MEUREIN";"1863";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0416";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"None";"None";"nan";"nan";"S";"sols";"None";"None";"196.0";"3.052383";"50.62915";"000RV"
"2021-968044";"2021-07-07";"1";"Vente";"165000.0";"53.0";"None";"RUE ALPHONSE MERCIER";"0219";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"137";"48.23";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"49.0";"2.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2021-963811";"2021-06-29";"1";"Vente";"190000.0";"5.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0492";"None";"None";"100";"50.39";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"3.052827";"50.629891";"000RV"
"2021-964863";"2021-06-29";"1";"Vente";"224000.0";"2.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0472";"None";"None";"95";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"52.0";"2.0";"None";"None";"None";"None";"nan";"3.05426";"50.630913";"000RV"
"2021-963811";"2021-06-29";"1";"Vente";"190000.0";"5.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0492";"None";"None";"146";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.052827";"50.629891";"000RV"
"2021-964863";"2021-06-29";"1";"Vente";"224000.0";"6.0";"B";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0472";"None";"None";"21";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.05426";"50.630913";"000RV"
"2021-963013";"2021-06-18";"1";"Vente";"261000.0";"1.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"66";"nan";"91";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"75.0";"4.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2021-963013";"2021-06-18";"1";"Vente";"261000.0";"1.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"66";"nan";"91";"nan";"None";"nan";"None";"None";"None";"None";"2";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2021-963013";"2021-06-18";"1";"Vente";"261000.0";"5.0";"B";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"14";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2021-968156";"2021-06-11";"1";"Vente";"240400.0";"3.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"106";"nan";"53";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"60.0";"3.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2021-968156";"2021-06-11";"1";"Vente";"240400.0";"5.0";"B";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"5";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2021-968156";"2021-06-11";"1";"Vente";"240400.0";"3.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"106";"nan";"53";"nan";"None";"nan";"None";"None";"None";"None";"2";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2021-962507";"2021-06-08";"1";"Vente";"87500.0";"37.0";"None";"RUE DES STATIONS";"8449";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0008";"None";"None";"8";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"37.0";"1.0";"None";"None";"None";"None";"nan";"3.051925";"50.630651";"000RV"
"2021-962390";"2021-06-07";"1";"Vente";"410000.0";"184.0";"None";"RUE DE SOLFERINO";"8364";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0048";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"104.0";"5.0";"None";"None";"None";"None";"nan";"3.055828";"50.630499";"000RV"
"2021-962666";"2021-06-04";"1";"Vente";"751550.0";"108.0";"None";"RUE MASSENA";"5981";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0348";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"1";"Maison";"115.0";"6.0";"S";"sols";"None";"None";"87.0";"3.054623";"50.629745";"000RV"
"2021-962666";"2021-06-04";"1";"Vente";"751550.0";"150.0";"None";"RUE LEON GAMBETTA";"5513";"59000";"59350";"Lille";"59";"None";"None";"59350000RV0349";"None";"None";"10";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.054752";"50.629671";"000RV"
"2021-961478";"2021-06-03";"1";"Vente";"89000.0";"38.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0499";"None";"None";"10";"17.84";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"21.0";"1.0";"None";"None";"None";"None";"nan";"3.053664";"50.629914";"000RV"
"2021-961805";"2021-06-03";"1";"Vente";"106950.0";"41.0";"None";"RUE DES STATIONS";"8449";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0460";"None";"None";"14";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"19.0";"2.0";"None";"None";"None";"None";"nan";"3.051861";"50.630456";"000RV"
"2021-954613";"2021-05-11";"1";"Vente";"180500.0";"5.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"56";"nan";"95";"53.0";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"54.0";"2.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2021-954613";"2021-05-11";"1";"Vente";"180500.0";"5.0";"B";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"43";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2021-954067";"2021-05-07";"1";"Vente";"100000.0";"37.0";"None";"RUE DES STATIONS";"8449";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0008";"None";"None";"2";"16.7";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"17.0";"1.0";"None";"None";"None";"None";"nan";"3.051925";"50.630651";"000RV"
"2021-954073";"2021-05-07";"1";"Vente";"108000.0";"37.0";"None";"RUE DES STATIONS";"8449";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0008";"None";"None";"1";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"20.0";"1.0";"None";"None";"None";"None";"nan";"3.051925";"50.630651";"000RV"
"2021-954196";"2021-05-05";"1";"Vente";"125465.0";"33.0";"None";"RUE DES STATIONS";"8449";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0009";"None";"None";"12";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"37.0";"2.0";"None";"None";"None";"None";"nan";"3.052012";"50.63068";"000RV"
"2021-953780";"2021-04-20";"1";"Vente";"114105.0";"3.0";"None";"RUE DES STATIONS";"8449";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0026";"None";"None";"12";"nan";"4";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"27.0";"1.0";"None";"None";"None";"None";"nan";"3.053746";"50.631388";"000RV"
"2021-953506";"2021-04-14";"1";"Vente";"205000.0";"2.0";"None";"RUE DE L AMIDONNERIE";"0244";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0350";"None";"None";"9";"58.68";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"60.0";"2.0";"None";"None";"None";"None";"nan";"3.054654";"50.629619";"000RV"
"2021-953267";"2021-04-06";"1";"Vente";"115000.0";"3.0";"None";"RUE DES STATIONS";"8449";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0026";"None";"None";"1";"48.35";"14";"nan";"None";"nan";"None";"None";"None";"None";"2";"4";"Local industriel. commercial ou assimilé";"39.0";"0.0";"None";"None";"None";"None";"nan";"3.053746";"50.631388";"000RV"
"2021-953694";"2021-03-26";"1";"Vente";"3000000.0";"150.0";"None";"RUE DE SOLFERINO";"8364";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0471";"None";"None";"16";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"814.0";"0.0";"None";"None";"None";"None";"nan";"3.053905";"50.631316";"000RV"
"2021-952915";"2021-03-09";"1";"Vente";"142500.0";"33.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0319";"None";"None";"3";"33.44";"7";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"30.0";"2.0";"None";"None";"None";"None";"nan";"3.053929";"50.629775";"000RV"
"2021-952793";"2021-03-04";"1";"Vente";"870000.0";"126.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0074";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"18.0";"1.0";"S";"sols";"None";"None";"89.0";"3.054851";"50.630375";"000RV"
"2021-952793";"2021-03-04";"1";"Vente";"870000.0";"126.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0074";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"18.0";"1.0";"S";"sols";"None";"None";"89.0";"3.054851";"50.630375";"000RV"
"2021-952793";"2021-03-04";"1";"Vente";"870000.0";"126.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0074";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"38.0";"1.0";"S";"sols";"None";"None";"89.0";"3.054851";"50.630375";"000RV"
"2021-952793";"2021-03-04";"1";"Vente";"870000.0";"126.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0074";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"38.0";"1.0";"S";"sols";"None";"None";"89.0";"3.054851";"50.630375";"000RV"
"2021-952793";"2021-03-04";"1";"Vente";"870000.0";"126.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0074";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"38.0";"1.0";"S";"sols";"None";"None";"89.0";"3.054851";"50.630375";"000RV"
"2021-952793";"2021-03-04";"1";"Vente";"870000.0";"126.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0074";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"18.0";"1.0";"S";"sols";"None";"None";"89.0";"3.054851";"50.630375";"000RV"
