id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"63.0";"2.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"55.0";"2.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"72.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"54.0";"2.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"58.0";"2.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"77.0";"4.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"71.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"62.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"71.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"73.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"71.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"72.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"50.0";"1.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"72.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"76.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"56.0";"2.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"55.0";"2.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"61.0";"2.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"63.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"55.0";"2.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"61.0";"2.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"48.0";"2.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"41.0";"1.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"48.0";"1.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"65.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"36.0";"1.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"62.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"63.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"63.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"31.0";"1.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"53.0";"2.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"77.0";"4.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"65.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"71.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"23.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0508";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"65.0";"3.0";"S";"sols";"None";"None";"1806.0";"3.052212";"50.630367";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
"2020-807688";"2020-12-29";"2";"Echange";"13410000.0";"14.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0473";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"2064.0";"3.053252";"50.63073";"000RV"
