id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
2021-1133713;2021-07-07;1;Vente;304075.00;3;;"RUE STE-CATHERINE";6610;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0161;;;86;43.44;;;;;;;;;1;2;Appartement;32.00;1;;;;;;4.8322520;45.7683480;000AP
2021-1133713;2021-07-07;1;Vente;304075.00;3;;"RUE STE-CATHERINE";6610;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0161;;;41;;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8322520;45.7683480;000AP
2021-1133742;2021-07-08;1;Vente;288000.00;43;;"RUE RENE LEYNAUD";5990;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AR0012;;;37;49.57;;;;;;;;;1;2;Appartement;48.00;2;;;;;;4.8356830;45.7703200;000AR
2021-1133750;2021-06-28;1;Vente;241000.00;22;;"QUAI ST VINCENT";6590;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0233;;;72;41.35;;;;;;;;;1;2;Appartement;41.00;1;;;;;;4.8216410;45.7686130;000AB
2021-1133750;2021-06-28;1;Vente;241000.00;22;;"QUAI ST VINCENT";6590;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0233;;;72;41.35;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8216410;45.7686130;000AB
2021-1133752;2021-07-01;1;Vente;90061.00;65;;"MTE DE LA GRANDE COTE";3305;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0160;;;10;19.10;;;;;;;;;1;2;Appartement;19.00;1;;;;;;4.8320040;45.7706500;000AO
2021-1133776;2021-07-01;1;Vente;343000.00;4;;"RUE DES FANTASQUES";2650;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0053;;;22;58.64;65;;;;;;;;2;2;Appartement;62.00;2;;;;;;4.8366350;45.7736410;000AM
2021-1133776;2021-07-01;1;Vente;343000.00;4;;"RUE DES FANTASQUES";2650;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0053;;;22;58.64;65;;;;;;;;2;3;Dépendance;;0;;;;;;4.8366350;45.7736410;000AM
2021-1133777;2021-07-02;1;Vente;315000.00;3;;"MONTEE DES CARMELITES";1255;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AK0003;;;5;53.53;;;;;;;;;1;2;Appartement;57.00;2;;;;;;4.8274650;45.7718470;000AK
2021-1133777;2021-07-02;1;Vente;315000.00;3;;"MONTEE DES CARMELITES";1255;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AK0003;;;5;53.53;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8274650;45.7718470;000AK
2021-1133794;2021-07-05;1;Vente;435000.00;16;;"RUE DE L ANNONCIADE";0295;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AI0039;;;9;72.47;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8276530;45.7693990;000AI
2021-1133794;2021-07-05;1;Vente;435000.00;16;;"RUE DE L ANNONCIADE";0295;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AI0039;;;9;72.47;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8276530;45.7693990;000AI
2021-1133794;2021-07-05;1;Vente;435000.00;16;;"RUE DE L ANNONCIADE";0295;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AI0039;;;9;72.47;;;;;;;;;1;2;Appartement;80.00;2;;;;;;4.8276530;45.7693990;000AI
2021-1133797;2021-07-09;1;Vente;292000.00;21;;"RUE ORNANO";5155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0075;;;7;;;;;;;;;;1;2;Appartement;45.00;2;;;;;;4.8259630;45.7709420;000AH
2021-1133797;2021-07-09;1;Vente;292000.00;21;;"RUE ORNANO";5155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0075;;;7;;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8259630;45.7709420;000AH
2021-1133802;2021-07-09;1;Vente;295700.00;19;;"RUE SGT BLANDAN";6735;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0212;;;10;43.11;;;;;;;;;1;2;Appartement;44.00;1;;;;;;4.8295910;45.7689150;000AP
2021-1133806;2021-07-08;1;Vente;446900.00;1;;"RUE MAISIAT";4440;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0010;;;11;78.53;;;;;;;;;1;2;Appartement;82.00;3;;;;;;4.8192160;45.7716500;000AB
2021-1133806;2021-07-08;1;Vente;446900.00;1;;"RUE MAISIAT";4440;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0010;;;11;78.53;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8192160;45.7716500;000AB
2021-1133806;2021-07-08;1;Vente;446900.00;1;;"RUE MAISIAT";4440;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0010;;;11;78.53;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8192160;45.7716500;000AB
2021-1133812;2021-06-25;1;Vente;440800.00;6;;"RUE D'ALGERIE";0160;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0108;;;13;;25;;6;69.94;;;;;3;3;Dépendance;;0;;;;;;4.8312080;45.7671270;000AT
2021-1133812;2021-06-25;1;Vente;440800.00;6;;"RUE D'ALGERIE";0160;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0108;;;13;;25;;6;69.94;;;;;3;2;Appartement;68.00;3;;;;;;4.8312080;45.7671270;000AT
2021-1133812;2021-06-25;1;Vente;440800.00;6;;"RUE D'ALGERIE";0160;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0108;;;13;;25;;6;69.94;;;;;3;3;Dépendance;;0;;;;;;4.8312080;45.7671270;000AT
2021-1133813;2021-07-02;1;Vente;420000.00;1;;"PL SAINT NIZIER";6495;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AV0117;;;133;57.76;;;;;;;;;1;2;Appartement;55.00;2;;;;;;4.8326720;45.7648520;000AV
2021-1133835;2021-06-29;1;Vente;331800.00;7;;"RUE TERME";6925;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0191;;;13;;38;58.41;;;;;;;2;3;Dépendance;;0;;;;;;4.8316160;45.7694090;000AP
2021-1133835;2021-06-29;1;Vente;331800.00;7;;"RUE TERME";6925;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0191;;;13;;38;58.41;;;;;;;2;2;Appartement;50.00;2;;;;;;4.8316160;45.7694090;000AP
2021-1133839;2021-07-13;1;Vente;289000.00;4;;"RUE DE FLESSELLES";2785;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0005;;;49;54.42;;;;;;;;;1;2;Appartement;70.00;3;;;;;;4.8262420;45.7716060;000AH
2021-1133845;2021-06-24;1;Vente;540600.00;18;;"RUE IMBERT COLOMES";3600;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0171;;;5;112.37;;;;;;;;;1;4;"Local industriel. commercial ou assimilé";96.00;0;;;;;;4.8339890;45.7712880;000AO
2021-1133860;2021-07-07;1;Vente;392000.00;4;;"PL DES TERREAUX";6950;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0064;;;21;;7;51.22;;;;;;;2;3;Dépendance;;0;;;;;;4.8336060;45.7680130;000AT
2021-1133860;2021-07-07;1;Vente;392000.00;4;;"PL DES TERREAUX";6950;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0064;;;21;;7;51.22;;;;;;;2;2;Appartement;56.00;1;;;;;;4.8336060;45.7680130;000AT
2021-1133904;2021-07-16;1;Vente;215000.00;3;;"RUE GROBON";3365;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0016;;;17;;25;53.17;;;;;;;2;3;Dépendance;;0;;;;;;4.8304230;45.7672670;000AT
2021-1133912;2021-07-15;1;Vente;319005.00;12;;"RUE DIDEROT";2185;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0093;;;20;;37;52.10;;;;;;;2;2;Appartement;53.00;2;;;;;;4.8344200;45.7719150;000AO
2021-1133912;2021-07-15;1;Vente;319005.00;12;;"RUE DIDEROT";2185;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0093;;;20;;37;52.10;;;;;;;2;3;Dépendance;;0;;;;;;4.8344200;45.7719150;000AO
2021-1133916;2021-07-07;1;Vente;133000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;1;24.61;;;;;;;;;1;4;"Local industriel. commercial ou assimilé";25.00;0;;;;;;4.8311100;45.7700090;000AP
2021-1133919;2021-07-07;1;Vente;381800.00;16;;"RUE PIERRE BLANC";5460;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0050;;;110;67.53;;;;;;;;;1;2;Appartement;58.00;3;;;;;;4.8278770;45.7708220;000AH
2021-1133922;2021-07-08;1;Vente;169000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;9;25.99;;;;;;;;;1;2;Appartement;29.00;1;;;;;;4.8311100;45.7700090;000AP
2021-1133956;2021-07-09;1;Vente;242000.00;5;;"RUE ALSACE LORRAINE";0190;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AN0014;;;122;51.93;;;;;;;;;1;4;"Local industriel. commercial ou assimilé";49.00;0;;;;;;4.8371370;45.7719320;000AN
2021-1133970;2021-07-09;1;Vente;325800.00;21;;"RUE DES CHARTREUX";1550;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AC0038;;;17;46.12;5;;;;;;;;2;2;Appartement;47.00;2;;;;;;4.8236540;45.7721410;000AC
2021-1133970;2021-07-09;1;Vente;325800.00;21;;"RUE DES CHARTREUX";1550;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AC0038;;;17;46.12;5;;;;;;;;2;3;Dépendance;;0;;;;;;4.8236540;45.7721410;000AC
2021-1133972;2021-07-01;1;Vente;737700.00;11;;"QUAI DE LA PECHERIE";5325;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AV0013;;;46;97.65;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8315470;45.7654670;000AV
2021-1133972;2021-07-01;1;Vente;737700.00;11;;"QUAI DE LA PECHERIE";5325;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AV0013;;;46;97.65;;;;;;;;;1;2;Appartement;97.00;3;;;;;;4.8315470;45.7654670;000AV
2021-1133979;2021-07-12;1;Vente;544200.00;4;;"QUAI DE LA PECHERIE";5325;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0121;;;39;67.14;44;;45;;46;;99;;5;2;Appartement;95.00;4;;;;;;4.8312370;45.7662820;000AT
2021-1134007;2021-07-13;1;Vente;523260.00;14;;"RUE LANTERNE";4140;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0116;;;11;92.70;;;;;;;;;1;2;Appartement;57.00;1;;;;;;;;000AT
2021-1134007;2021-07-13;1;Vente;523260.00;14;;"RUE LANTERNE";4140;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0116;;;12;;;;;;;;;;1;2;Appartement;44.00;1;;;;;;;;000AT
2021-1134012;2021-07-09;1;Vente;537000.00;23;;"RUE D'ALGERIE";0160;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0045;;;15;100.60;;;;;;;;;1;4;"Local industriel. commercial ou assimilé";145.00;0;;;;;;4.8323810;45.7678680;000AT
2021-1134018;2021-07-09;1;Vente;360750.00;6;;"RUE MASSON";4655;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AK0006;;;7;61.87;;;;;;;;;1;2;Appartement;65.00;3;;;;;;4.8277100;45.7718580;000AK
2021-1134031;2021-07-13;1;Vente;380200.00;12;;"RUE DIDEROT";2185;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0093;;;30;;46;62.08;;;;;;;2;3;Dépendance;;0;;;;;;4.8344200;45.7719150;000AO
2021-1134031;2021-07-13;1;Vente;380200.00;12;;"RUE DIDEROT";2185;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0093;;;30;;46;62.08;;;;;;;2;2;Appartement;65.00;3;;;;;;4.8344200;45.7719150;000AO
2021-1134032;2021-06-25;1;Vente;292000.00;14;;"RUE DE LA TOURETTE";7065;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AE0032;;;5;47.10;;;;;;;;;1;2;Appartement;49.00;3;;;;;;4.8251000;45.7724430;000AE
2021-1134032;2021-06-25;1;Vente;292000.00;14;;"RUE DE LA TOURETTE";7065;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AE0032;;;5;47.10;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8251000;45.7724430;000AE
2021-1134034;2021-07-19;1;Vente;115000.00;39;;"RUE DES CHARTREUX";1550;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AE0041;;;67;22.50;;;;;;;;;1;2;Appartement;18.00;1;;;;;;4.8250650;45.7721230;000AE
2021-1134040;2021-07-19;1;Vente;582250.00;15;;"RUE MOTTET DE GERANDO";4935;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0025;;;1;;10;;2;;9;141.66;;;4;3;Dépendance;;0;;;;;;4.8349630;45.7731260;000AM
2021-1134040;2021-07-19;1;Vente;582250.00;15;;"RUE MOTTET DE GERANDO";4935;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0025;;;1;;10;;2;;9;141.66;;;4;2;Appartement;147.00;5;;;;;;4.8349630;45.7731260;000AM
2021-1134040;2021-07-19;1;Vente;582250.00;15;;"RUE MOTTET DE GERANDO";4935;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0025;;;1;;10;;2;;9;141.66;;;4;3;Dépendance;;0;;;;;;4.8349630;45.7731260;000AM
2021-1134042;2021-07-20;1;Vente;208000.00;13;;"RUE DES CHARTREUX";1550;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AC0046;;;9;32.80;;;;;;;;;1;2;Appartement;24.00;1;;;;;;4.8228370;45.7724090;000AC
2021-1134047;2021-07-15;1;Vente;90504.00;65;;"MTE DE LA GRANDE COTE";3305;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0160;;;8;20.20;;;;;;;;;1;2;Appartement;20.00;1;;;;;;4.8320040;45.7706500;000AO
2021-1134053;2021-07-16;1;Vente;315000.00;43;;"QUAI ST VINCENT";6590;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AI0197;;;34;49.25;;;;;;;;;1;2;Appartement;72.00;2;;;;;;4.8270650;45.7684720;000AI
2021-1134056;2021-07-19;1;Vente;228900.00;20;;"RUE DE FLESSELLES";2785;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0073;;;132;;189;;201;36.30;;;;;3;3;Dépendance;;0;;;;;;4.8262330;45.7706270;000AH
2021-1134056;2021-07-19;1;Vente;228900.00;20;;"RUE DE FLESSELLES";2785;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0073;;;132;;189;;201;36.30;;;;;3;2;Appartement;46.00;2;;;;;;4.8262330;45.7706270;000AH
2021-1134056;2021-07-19;1;Vente;228900.00;20;;"RUE DE FLESSELLES";2785;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0073;;;132;;189;;201;36.30;;;;;3;3;Dépendance;;0;;;;;;4.8262330;45.7706270;000AH
2021-1134063;2021-07-02;1;Vente;316500.00;5;;"RUE COUSTOU";1955;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AR0100;;;4;62.09;;;;;;;;;1;2;Appartement;67.00;2;;;;;;4.8353560;45.7693110;000AR
2021-1134067;2021-07-07;1;Vente;176540.00;13;;"RUE DU BON-PASTEUR";0980;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AE0125;;;16;26.68;;;;;;;;;1;2;Appartement;28.00;1;;;;;;4.8276510;45.7722610;000AE
2021-1134108;2021-07-16;1;Vente;240000.00;12;;"RUE TABLES CLAUDIENNES";6880;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0164;;;13;;;;;;;;;;1;2;Appartement;36.00;2;;;;;;4.8323460;45.7706200;000AO
2021-1134108;2021-07-16;1;Vente;240000.00;12;;"RUE TABLES CLAUDIENNES";6880;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0164;;;13;;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8323460;45.7706200;000AO
2021-1134124;2021-07-08;1;Vente;205000.00;13;;"RUE DE L ANNONCIADE";0295;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0060;;;166;26.63;167;;;;;;;;2;2;Appartement;85.00;2;;;;;;4.8286490;45.7699800;000AH
2021-1134133;2021-07-15;1;Vente;150000.00;13;;"RUE DE L ANNONCIADE";0295;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0060;;;164;23.17;;;;;;;;;1;2;Appartement;85.00;2;;;;;;4.8286490;45.7699800;000AH
2021-1134140;2021-07-16;1;Vente;141000.00;38;;"QUAI ST VINCENT";6590;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AI0172;;;82;;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8263720;45.7686010;000AI
2021-1134146;2021-07-02;1;Vente;305850.00;31;;"RUE DU BON-PASTEUR";0980;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AE0140;;;9;62.22;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8291850;45.7722680;000AE
2021-1134146;2021-07-02;1;Vente;305850.00;31;;"RUE DU BON-PASTEUR";0980;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AE0140;;;9;62.22;;;;;;;;;1;2;Appartement;55.00;3;;;;;;4.8291850;45.7722680;000AE
2021-1134146;2021-07-02;1;Vente;305850.00;31;;"RUE DU BON-PASTEUR";0980;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AE0140;;;9;62.22;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8291850;45.7722680;000AE
2021-1134148;2021-06-29;1;Vente;499470.00;15;;"RUE RIVET";6050;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0066;;;10;87.19;15;;;;;;;;2;2;Appartement;89.00;3;;;;;;4.8259810;45.7700040;000AH
2021-1134161;2021-07-19;1;Vente;416000.00;13;;"RUE ORNANO";5155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0006;;;111;;120;76.65;;;;;;;2;2;Appartement;84.00;3;;;;;;4.8259430;45.7715140;000AH
2021-1134168;2021-07-12;1;Vente;482850.00;14;;"BD DE LA CROIX-ROUSSE";2005;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0135;;;391;;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8181140;45.7718050;000AB
2021-1134168;2021-07-12;1;Vente;482850.00;12;;"BD DE LA CROIX-ROUSSE";2005;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0135;;;235;76.37;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8181140;45.7718050;000AB
2021-1134168;2021-07-12;1;Vente;482850.00;12;;"BD DE LA CROIX-ROUSSE";2005;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0135;;;235;76.37;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8181140;45.7718050;000AB
2021-1134168;2021-07-12;1;Vente;482850.00;12;;"BD DE LA CROIX-ROUSSE";2005;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0135;;;235;76.37;;;;;;;;;1;2;Appartement;76.00;3;;;;;;4.8181140;45.7718050;000AB
2021-1134171;2021-06-28;1;Vente;235000.00;8;;"RUE LEMOT";4205;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0060;;;2;;;;;;;;;;1;2;Appartement;47.00;3;;;;;;4.8336950;45.7722140;000AO
2021-1134171;2021-06-28;1;Vente;235000.00;8;;"RUE LEMOT";4205;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0060;;;2;;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8336950;45.7722140;000AO
2021-1134171;2021-06-28;1;Vente;235000.00;8;;"RUE LEMOT";4205;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0060;;;2;;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8336950;45.7722140;000AO
2021-1134191;2021-07-02;1;Vente;597450.00;7;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0099;;;18;108.86;32;;;;;;;;2;2;Appartement;109.00;5;;;;;;4.8328240;45.7692320;000AP
2021-1134191;2021-07-02;1;Vente;597450.00;7;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0099;;;18;108.86;32;;;;;;;;2;3;Dépendance;;0;;;;;;4.8328240;45.7692320;000AP
2021-1134200;2021-07-02;1;Vente;796500.00;31;;"QUAI ST VINCENT";6590;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0059;;;15;148.45;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8244110;45.7685730;000AB
2021-1134200;2021-07-02;1;Vente;796500.00;31;;"QUAI ST VINCENT";6590;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0059;;;15;148.45;;;;;;;;;1;2;Appartement;141.00;6;;;;;;4.8244110;45.7685730;000AB
2021-1134200;2021-07-02;1;Vente;796500.00;31;;"QUAI ST VINCENT";6590;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0059;;;15;148.45;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8244110;45.7685730;000AB
2021-1134208;2021-07-26;1;Vente;652500.00;2;;"PL LOUIS CHAZETTE";4320;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0062;;;1;155.57;;;;;;;;;1;2;Appartement;170.00;5;;;;;;4.8376280;45.7736520;000AM
2021-1134221;2021-07-27;1;Vente;319500.00;14;;"RUE LEMOT";4205;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0063;;;19;45.11;32;;6;;;;;;3;3;Dépendance;;0;;;;;;4.8340940;45.7723120;000AO
2021-1134221;2021-07-27;1;Vente;319500.00;14;;"RUE LEMOT";4205;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0063;;;19;45.11;32;;6;;;;;;3;3;Dépendance;;0;;;;;;4.8340940;45.7723120;000AO
2021-1134221;2021-07-27;1;Vente;319500.00;14;;"RUE LEMOT";4205;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0063;;;19;45.11;32;;6;;;;;;3;2;Appartement;49.00;1;;;;;;4.8340940;45.7723120;000AO
2021-1134233;2021-07-09;1;Vente;138000.00;1;;"PTR PTE RUE DES FEUILLANTS";2750;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AR0117;;;45;23.70;;;;;;;;;1;2;Appartement;23.00;1;;;;;;4.8363320;45.7693320;000AR
2021-1134237;2021-07-23;1;Vente;160000.00;13;;"RUE DE L ANNONCIADE";0295;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0060;;;165;23.17;167;;;;;;;;2;2;Appartement;85.00;2;;;;;;4.8286490;45.7699800;000AH
2021-1134239;2021-07-20;1;Vente;279100.00;2;;"RUE COYSEVOX";1965;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AR0024;;;18;41.86;;;;;;;;;1;2;Appartement;43.00;2;;;;;;4.8346830;45.7698750;000AR
2021-1134247;2021-07-26;1;Vente;190000.00;14;;"RUE STE-CATHERINE";6610;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0063;;;16;43.65;;;;;;;;;1;2;Appartement;44.00;1;;;;;;4.8335480;45.7680050;000AT
2021-1134253;2021-07-09;1;Vente;261500.00;12;;"RUE DE FLESSELLES";2785;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0011;;;28;;80;;;;;;;;2;2;Appartement;51.00;3;;;;;;4.8262690;45.7712560;000AH
2021-1134253;2021-07-09;1;Vente;261500.00;12;;"RUE DE FLESSELLES";2785;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0011;;;28;;80;;;;;;;;2;3;Dépendance;;0;;;;;;4.8262690;45.7712560;000AH
2021-1134253;2021-07-09;1;Vente;261500.00;12;;"RUE DE FLESSELLES";2785;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0011;;;28;;80;;;;;;;;2;3;Dépendance;;0;;;;;;4.8262690;45.7712560;000AH
2021-1134256;2021-07-29;1;Vente;88500.00;6;;"GR GDE RUE DES FEUILLANTS";2745;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AR0176;;;38;;81;11.51;;;;;;;2;2;Appartement;17.00;1;;;;;;4.8369430;45.7698490;000AR
2021-1134256;2021-07-29;1;Vente;88500.00;6;;"GR GDE RUE DES FEUILLANTS";2745;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AR0176;;;38;;81;11.51;;;;;;;2;3;Dépendance;;0;;;;;;4.8369430;45.7698490;000AR
2021-1134257;2021-07-22;1;Vente;701000.00;12;;"RUE DES FANTASQUES";2650;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0084;;;12;140.20;27;;;;;;;;2;2;Appartement;39.00;1;;;;;;4.8360440;45.7727300;000AM
2021-1134257;2021-07-22;1;Vente;701000.00;12;;"RUE DES FANTASQUES";2650;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0084;;;13;;14;;22;;;;;;3;2;Appartement;111.00;3;;;;;;4.8360440;45.7727300;000AM
2021-1134257;2021-07-22;1;Vente;701000.00;12;;"RUE DES FANTASQUES";2650;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0084;;;12;140.20;27;;;;;;;;2;3;Dépendance;;0;;;;;;4.8360440;45.7727300;000AM
2021-1134298;2021-07-08;1;Vente;161500.00;24;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0044;;;10;24.18;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8319510;45.7701760;000AP
2021-1134298;2021-07-08;1;Vente;161500.00;24;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0044;;;10;24.18;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8319510;45.7701760;000AP
2021-1134298;2021-07-08;1;Vente;161500.00;24;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0044;;;10;24.18;;;;;;;;;1;2;Appartement;24.00;1;;;;;;4.8319510;45.7701760;000AP
2021-1134312;2021-07-21;1;Vente;142000.00;1;;"RUE DESIREE";2165;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AR0169;;;17;19.26;;;;;;;;;1;2;Appartement;26.00;1;;;;;;4.8347800;45.7685580;000AR
2021-1134316;2021-07-23;1;Vente;106390.00;65;;"MTE DE LA GRANDE COTE";3305;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0160;;;2;22.10;;;;;;;;;1;2;Appartement;22.00;1;;;;;;4.8320040;45.7706500;000AO
2021-1134394;2021-07-19;1;Vente;320000.00;9;;"RUE DE LA FROMAGERIE";2915;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AV0098;;;1;68.00;;;;;;;;;1;4;"Local industriel. commercial ou assimilé";68.00;0;;;;;;4.8339450;45.7651450;000AV
