id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
2019-1002144;2019-12-17;1;Vente;250000.00;6;;"RUE DES AUGUSTINS";0555;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0017;;;41;100.90;;;;;;;;;1;4;"Local industriel. commercial ou assimilé";110.00;0;;;;;;4.8305320;45.7673580;000AT
2019-1002171;2019-12-30;1;Vente;540000.00;8;;"QUAI DE LA PECHERIE";5325;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AV0003;;;15;;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8312580;45.7657910;000AV
2019-1002171;2019-12-30;1;Vente;540000.00;9;;"QUAI DE LA PECHERIE";5325;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AV0004;;;111;;;;;;;;;;1;2;Appartement;105.00;3;;;;;;4.8313200;45.7657320;000AV
2019-1002175;2019-12-19;1;Vente;430000.00;13;;"RUE DE L ANNONCIADE";0295;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0060;;;159;72.28;;;;;;;;;1;2;Appartement;72.00;2;;;;;;4.8286490;45.7699800;000AH
2019-1002177;2019-12-20;1;Vente;800700.00;106;;"BD DE LA CROIX ROUSSE";2005;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AE0211;;;14;;5;127.52;63;;;;;;3;2;Appartement;135.00;3;;;;;;4.8268580;45.7736520;000AE
2019-1002197;2019-12-19;1;Vente;381050.00;9;;"QUAI JEAN MOULIN";3800;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AS0044;;;32;;73;60.53;;;;;;;2;2;Appartement;60.00;3;;;;;;4.8377560;45.7665270;000AS
2019-1002223;2019-12-20;1;Vente;1940000.00;20;;"CRS GENERAL GIRAUD";3130;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0086;;;;;;;;;;;;;0;1;Maison;84.00;4;S;sols;;;592.00;4.8179790;45.7687950;000AB
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;20.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;21.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;24.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;17.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;29.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;26.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;22.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;15.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;35.00;2;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;30.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;30.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;15.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;14.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;18.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;20.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;20.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;22.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;4;"Local industriel. commercial ou assimilé";25.00;0;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;25.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002245;2019-12-23;1;Vente;1850000.00;14;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0015;;;;;;;;;;;;;0;2;Appartement;20.00;1;S;sols;;;187.00;4.8311100;45.7700090;000AP
2019-1002256;2019-12-18;1;Vente;4000000.00;9;;"RUE STE-CATHERINE";6610;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0145;;;;;;;;;;;;;0;4;"Local industriel. commercial ou assimilé";915.00;0;S;sols;;;344.00;4.8330290;45.7683040;000AP
2019-1002256;2019-12-18;1;Vente;4000000.00;9;;"RUE STE-CATHERINE";6610;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0145;;;;;;;;;;;;;0;4;"Local industriel. commercial ou assimilé";128.00;0;S;sols;;;344.00;4.8330290;45.7683040;000AP
2019-1002273;2019-12-20;1;Vente;50000.00;2;;"PL SAINT NIZIER";6495;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AV0109;;;8;;;;;;;;;;1;2;Appartement;73.00;3;;;;;;4.8328040;45.7649300;000AV
2019-1002273;2019-12-20;1;Vente;50000.00;2;;"PL SAINT NIZIER";6495;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AV0109;;;1;15.00;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8328040;45.7649300;000AV
2019-1002277;2019-12-30;1;Vente;100000.00;6;;"PL FERNAND REY";2715;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0214;;;7;;;;;;;;;;1;2;Appartement;22.00;1;;;;;;4.8294990;45.7690120;000AP
2019-1002306;2019-12-26;1;Vente;850000.00;5;;"RUE CONSTANTINE";1895;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0109;;;10;162.35;19;;35;;;;;;3;2;Appartement;162.00;6;;;;;;4.8312750;45.7670480;000AT
2019-1002299;2019-12-27;1;Vente;466000.00;2;;"RUE DU BON-PASTEUR";0980;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AK0001;;;15;33.44;;;;;;;;;1;2;Appartement;33.00;1;;;;;;4.8272070;45.7719770;000AK
2019-1002299;2019-12-27;1;Vente;466000.00;2;;"RUE DU BON-PASTEUR";0980;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AK0001;;;4;74.60;;;;;;;;;1;2;Appartement;75.00;3;;;;;;4.8272070;45.7719770;000AK
2019-1002299;2019-12-27;1;Vente;466000.00;2;;"RUE DU BON-PASTEUR";0980;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AK0001;;;14;37.41;;;;;;;;;1;2;Appartement;35.00;1;;;;;;4.8272070;45.7719770;000AK
2019-1002309;2019-12-26;1;Vente;49000.00;42;;"MTE DE LA GRANDE COTE";3305;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AK0098;;;1350;;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8311900;45.7716270;000AK
2019-1002320;2019-12-30;1;Vente;394038.00;16;;"BD DE LA CROIX-ROUSSE";2005;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0135;;;346;;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8181140;45.7718050;000AB
2019-1002320;2019-12-30;1;Vente;394038.00;16;;"BD DE LA CROIX-ROUSSE";2005;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0135;;;266;;;;;;;;;;1;2;Appartement;86.00;4;;;;;;4.8181140;45.7718050;000AB
2019-1002329;2019-12-30;1;Vente;144000.00;29;;"RUE IMBERT COLOMES";3600;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0078;;;1;;5;;;;;;;;2;4;"Local industriel. commercial ou assimilé";81.00;0;;;;;;4.8344930;45.7717340;000AO
2019-1002330;2019-12-31;1;Vente;885000.00;9;;"QUAI JEAN MOULIN";3800;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AS0044;;;50;;51;;;;;;;;2;4;"Local industriel. commercial ou assimilé";244.00;0;;;;;;4.8377560;45.7665270;000AS
2019-1002336;2019-12-30;1;Vente;332900.00;23;;"RUE DE FLESSELLES";2785;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0035;;;31;57.03;79;;91;;92;;;;4;2;Appartement;57.00;2;;;;;;4.8267590;45.7702050;000AH
2019-1002346;2019-12-31;1;Vente;620000.00;2;;"PL LOUIS PRADEL";4340;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AS0021;;;5;;;;;;;;;;1;2;Appartement;145.00;4;;;;;;4.8373180;45.7678920;000AS
2019-1002358;2019-12-31;1;Vente;800000.00;28;;"RUE ROYALE";6180;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AR0126;;;1;111.47;2;350.00;23;;24;;39;;8;4;"Local industriel. commercial ou assimilé";200.00;0;;;;;;4.8370580;45.7702590;000AR
2019-1002358;2019-12-31;1;Vente;800000.00;5;;"GR GDE RUE DES FEUILLANTS";2745;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AR0126;;;41;;;;;;;;;;1;4;"Local industriel. commercial ou assimilé";111.00;0;;;;;;4.8370580;45.7702590;000AR
2019-1002373;2019-12-23;1;Vente;410000.00;26;;"RUE JEAN-BAPTISTE SAY";3690;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AL0053;;;41;;48;;5;81.60;6;;;;4;2;Appartement;87.00;4;;;;;;4.8315960;45.7729400;000AL
2019-1002377;2019-12-12;1;Adjudication;227000.00;6;;"PL FERNAND REY";2715;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0214;;;16;;;;;;;;;;1;2;Appartement;50.00;2;;;;;;4.8294990;45.7690120;000AP
2018-491265;2018-07-03;1;Vente;70000.00;10;;"PL LT MOREL";4240;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AE0050;;;58;19.58;59;;60;;;;;;3;2;Appartement;25.00;1;;;;;;4.8260830;45.7721690;000AE
2018-491265;2018-07-03;1;Vente;70000.00;10;;"PL LT MOREL";4240;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AE0050;;;18;;;;;;;;;;1;2;Appartement;49.00;2;;;;;;4.8260830;45.7721690;000AE
2018-491280;2018-07-10;1;Vente;697700.00;30;;"RUE SGT BLANDAN";6735;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AI0116;;;10;;11;147.01;21;;22;;9;147.01;5;2;Appartement;150.00;6;;;;;;4.8299840;45.7686050;000AI
2018-491307;2018-07-06;1;Vente;363000.00;40;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AR0005;;;35;;74;;;;;;;;2;2;Appartement;73.00;2;;;;;;4.8346590;45.7703630;000AR
2018-491314;2018-07-06;1;Vente;148000.00;10;B;"RUE IMBERT COLOMES";3600;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0189;;;22;34.43;;;;;;;;;1;2;Appartement;38.00;2;;;;;;4.8328470;45.7710970;000AO
2018-491325;2018-07-04;1;Vente;587570.00;16;;"RUE PIERRE DUPONT";5480;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0033;;;80;;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8182730;45.7701730;000AB
2018-491325;2018-07-04;1;Vente;587570.00;16;;"RUE PIERRE DUPONT";5480;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0033;;;88;;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8182730;45.7701730;000AB
2018-491325;2018-07-04;1;Vente;587570.00;16;;"RUE PIERRE DUPONT";5480;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0033;;;2;117.12;58;;;;;;;;2;2;Appartement;115.00;5;;;;;;4.8182730;45.7701730;000AB
2018-491326;2018-07-11;1;Vente;296600.00;1;;"RUE ORNANO";5155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AE0046;;;2;66.06;;;;;;;;;1;2;Appartement;68.00;3;;;;;;4.8259340;45.7723080;000AE
2018-491369;2018-07-17;1;Vente;132400.00;18;;"RUE IMBERT COLOMES";3600;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AO0171;;;47;20.35;;;;;;;;;1;2;Appartement;20.00;1;;;;;;4.8339890;45.7712880;000AO
2018-491394;2018-07-17;1;Vente;125000.00;4;;"PL LOUIS CHAZETTE";4320;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0063;;;105;19.37;107;21.60;;;;;;;2;4;"Local industriel. commercial ou assimilé";102.00;0;;;;;;4.8374600;45.7735730;000AM
2018-491394;2018-07-17;1;Vente;125000.00;4;;"PL LOUIS CHAZETTE";4320;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0063;;;105;19.37;107;21.60;;;;;;;2;4;"Local industriel. commercial ou assimilé";39.00;0;;;;;;4.8374600;45.7735730;000AM
2018-491394;2018-07-17;1;Vente;125000.00;4;;"PL LOUIS CHAZETTE";4320;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0063;;;105;19.37;107;21.60;;;;;;;2;4;"Local industriel. commercial ou assimilé";199.00;0;;;;;;4.8374600;45.7735730;000AM
2018-491394;2018-07-17;1;Vente;125000.00;4;;"PL LOUIS CHAZETTE";4320;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0063;;;105;19.37;107;21.60;;;;;;;2;4;"Local industriel. commercial ou assimilé";20.00;0;;;;;;4.8374600;45.7735730;000AM
2018-491394;2018-07-17;1;Vente;125000.00;4;;"PL LOUIS CHAZETTE";4320;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AM0063;;;105;19.37;107;21.60;;;;;;;2;4;"Local industriel. commercial ou assimilé";12.00;0;;;;;;4.8374600;45.7735730;000AM
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;3;Dépendance;;0;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;3;Dépendance;;0;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;3;Dépendance;;0;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;2;Appartement;25.00;1;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;2;Appartement;62.00;3;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;2;Appartement;150.00;5;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;2;Appartement;36.00;2;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;2;Appartement;62.00;2;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;2;Appartement;62.00;3;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;2;Appartement;158.00;5;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;4;"Local industriel. commercial ou assimilé";200.00;0;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;4;"Local industriel. commercial ou assimilé";325.00;0;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;2;Appartement;151.00;6;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;4;"Local industriel. commercial ou assimilé";142.00;0;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;4;"Local industriel. commercial ou assimilé";50.00;0;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;4;"Local industriel. commercial ou assimilé";90.00;0;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491396;2018-07-09;1;Vente;2813000.00;13;;"RUE DES CAPUCINS";1245;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0102;;;;;;;;;;;;;0;4;"Local industriel. commercial ou assimilé";140.00;0;S;sols;;;428.00;4.8333680;45.7693800;000AP
2018-491397;2018-07-06;1;Vente;76000.00;29;;"RUE DU BON PASTEUR";0980;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AE0137;;;1;;36;;;;;;;;2;2;Appartement;20.00;1;;;;;;4.8289810;45.7722760;000AE
2018-491415;2018-07-03;1;Vente;450000.00;11;;"QUAI DE LA PECHERIE";5325;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AV0013;;;1;120.01;;;;;;;;;1;4;"Local industriel. commercial ou assimilé";134.00;0;;;;;;4.8315470;45.7654670;000AV
2018-491423;2018-07-19;1;Vente;835000.00;2;;"RUE PIERRE BLANC";5460;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0036;;;17;;;;;;;;;;1;2;Appartement;73.00;4;;;;;;4.8269380;45.7702840;000AH
2018-491423;2018-07-19;1;Vente;835000.00;2;;"RUE PIERRE BLANC";5460;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AH0036;;;44;;;;;;;;;;1;2;Appartement;22.00;1;;;;;;4.8269380;45.7702840;000AH
2018-491427;2018-07-04;2;Vente;310000.00;7;;"RUE DE LA PLATIERE";5595;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0120;;;2;;67;88.94;;;;;;;2;2;Appartement;140.00;4;;;;;;4.8315350;45.7661680;000AT
2018-491471;2018-07-17;1;Vente;284300.00;34;;"RUE BURDEAU";1155;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0067;;;6;;;;;;;;;;1;2;Appartement;53.00;2;;;;;;4.8337930;45.7701110;000AP
2018-491482;2018-07-23;1;Vente;840000.00;3;;"PL DES CHARTREUX";1545;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0017;;;1;151.85;;;;;;;;;1;2;Appartement;151.00;6;;;;;;4.8212650;45.7708760;000AB
2018-491482;2018-07-23;1;Vente;840000.00;3;;"PL DES CHARTREUX";1545;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AB0017;;;1;151.85;;;;;;;;;1;3;Dépendance;;0;;;;;;4.8212650;45.7708760;000AB
2018-491509;2018-07-13;1;Vente;120000.00;6;;"RUE STE CATHERINE";6610;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0056;;;16;21.07;;;;;;;;;1;2;Appartement;18.00;1;;;;;;4.8329290;45.7680610;000AT
2018-491525;2018-07-20;1;Vente;553200.00;15;;"RUE ALSACE LORRAINE";0190;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AN0039;;;12;;13;;28;124.40;;;;;3;2;Appartement;128.00;3;;;;;;4.8370270;45.7710470;000AN
2018-491562;2018-07-12;1;Vente;275000.00;3;;"PTR PTE RUE DES FEUILLANTS";2750;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AR0118;;;39;62.61;51;;;;;;;;2;2;Appartement;65.00;2;;;;;;4.8364450;45.7694340;000AR
2018-491564;2018-07-16;1;Vente;158000.00;21;;"RUE RENE LEYNAUD";5990;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0064;;;79;29.30;;;;;;;;;1;2;Appartement;38.00;2;;;;;;4.8332970;45.7700850;000AP
2018-491574;2018-07-17;1;Vente;829425.00;8;;"RUE RENE LEYNAUD";5990;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0080;;;86;;;;;;;;;;1;2;Appartement;28.00;0;;;;;;4.8326690;45.7693890;000AP
2018-491574;2018-07-17;1;Vente;829425.00;8;;"RUE RENE LEYNAUD";5990;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0080;;;74;;;;;;;;;;1;2;Appartement;78.00;2;;;;;;4.8326690;45.7693890;000AP
2018-491574;2018-07-17;1;Vente;829425.00;8;;"RUE RENE LEYNAUD";5990;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0080;;;39;;;;;;;;;;1;4;"Local industriel. commercial ou assimilé";45.00;0;;;;;;4.8326690;45.7693890;000AP
2018-491574;2018-07-17;1;Vente;829425.00;8;;"RUE RENE LEYNAUD";5990;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0080;;;86;;;;;;;;;;1;2;Appartement;30.00;1;;;;;;4.8326690;45.7693890;000AP
2018-491574;2018-07-17;1;Vente;829425.00;8;;"RUE RENE LEYNAUD";5990;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0080;;;56;;86;;;;;;;;2;2;Appartement;73.00;2;;;;;;4.8326690;45.7693890;000AP
2018-491574;2018-07-17;1;Vente;829425.00;8;;"RUE RENE LEYNAUD";5990;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0080;;;54;;;;;;;;;;1;2;Appartement;30.00;1;;;;;;4.8326690;45.7693890;000AP
2018-491574;2018-07-17;1;Vente;829425.00;8;;"RUE RENE LEYNAUD";5990;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0080;;;60;;75;;76;;;;;;3;2;Appartement;75.00;2;;;;;;4.8326690;45.7693890;000AP
2018-491574;2018-07-17;1;Vente;829425.00;8;;"RUE RENE LEYNAUD";5990;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0080;;;53;;;;;;;;;;1;2;Appartement;73.00;2;;;;;;4.8326690;45.7693890;000AP
2018-491582;2018-07-12;1;Vente;285000.00;38;;"RUE SGT BLANDAN";6735;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0170;;;13;;84;58.05;;;;;;;2;2;Appartement;61.00;4;;;;;;4.8310940;45.7687030;000AP
2018-491582;2018-07-12;1;Vente;285000.00;38;;"RUE SGT BLANDAN";6735;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AP0170;;;83;16.89;;;;;;;;;1;4;"Local industriel. commercial ou assimilé";17.00;0;;;;;;4.8310940;45.7687030;000AP
2018-491584;2018-07-10;1;Vente;490000.00;20;;"RUE HIPPOLYTE FLANDRIN";3555;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0027;;;18;;19;;5;85.03;;;;;3;2;Appartement;97.00;3;;;;;;4.8305710;45.7678580;000AT
2018-491600;2018-07-19;1;Vente;140490.00;18;;"RUE ROMARIN";6115;69001;69381;"Lyon 1er Arrondissement";69;;;69381000AT0068;;;135;33.00;;;;;;;;;1;2;Appartement;33.00;1;;;;;;4.8339510;45.7681060;000AT
